ID,final_result,d_male,d_female,does father have a professional degree,does mother have a professional degree,d_stratum1,d_stratum2,d_stratum3,d_stratum4,d_stratum5,d_stratum6,d_level1sisben,d_level2sisben,d_level3sisben,PEOPLE_HOUSE,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,JOB,Private school,public school,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,QR_PRO,CR_PRO,CC_PRO,WC_PRO,FEP_PRO
9443,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,0,68,75,77,60,82,59,91,58,97,187
9444,3,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,1,1,1,0,1,1,1,1,0,0,0,1,68,56,65,78,55,84,36,61,49,177
9445,4,0,1,1,1,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,0,1,1,1,1,0,1,0,64,66,62,67,70,96,73,78,62,174
9446,3,1,0,0,1,0,0,0,1,0,0,0,0,0,5,1,1,1,0,1,1,1,1,1,1,0,1,0,70,54,58,65,76,58,72,28,78,100
9447,4,1,0,1,1,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,100,81,73,71,85,77,95,95,44,145
9448,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,1,1,0,0,0,1,58,59,56,56,57,10,46,1,3,132
9449,4,0,1,1,1,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,71,67,67,77,64,94,81,63,47,176
9450,4,1,0,1,1,0,0,0,1,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,78,55,62,66,95,92,58,34,93,163
9451,4,1,0,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,0,1,0,1,1,0,1,0,1,0,77,66,70,82,64,99,76,73,96,202
9452,2,1,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,50,46,53,60,59,16,29,35,68,102
9453,3,0,1,1,1,0,1,0,0,0,0,0,1,0,3,1,1,0,0,1,1,1,1,1,0,0,0,1,61,60,58,56,50,86,41,41,41,157
9454,2,1,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,1,0,1,0,1,1,1,1,0,1,0,56,47,50,55,46,46,26,33,36,168
9455,3,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,1,1,1,1,0,1,1,1,1,0,0,1,63,57,58,57,67,83,27,15,95,67
9456,3,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,1,1,0,1,0,1,1,1,1,0,0,1,61,49,56,65,52,63,53,26,91,115
9457,2,0,1,0,1,0,0,0,1,0,0,0,0,0,4,1,1,1,0,0,1,1,1,1,0,0,1,0,64,52,56,54,46,86,16,19,8,123
9458,1,0,1,0,0,0,1,0,0,0,0,1,0,0,7,1,1,1,1,1,0,1,1,1,1,0,1,0,53,38,49,57,44,26,7,5,14,117
9459,3,0,1,1,1,0,0,0,0,1,0,0,0,0,3,1,1,1,0,0,1,0,1,1,1,0,1,0,70,69,53,69,90,84,25,51,13,126
9460,2,0,1,0,1,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,64,53,58,58,67,68,45,34,25,161
9461,3,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,0,1,0,1,1,1,1,1,1,0,55,55,54,56,53,86,51,45,62,141
9462,4,1,0,1,1,0,0,0,0,1,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,61,73,64,56,70,99,97,83,87,179
9463,4,0,1,0,0,0,1,0,0,0,0,1,0,0,4,1,1,0,1,1,0,0,1,1,1,0,0,1,68,55,58,71,49,93,84,58,83,155
9464,2,0,1,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,0,1,1,1,1,1,0,1,0,61,61,58,58,42,77,46,60,11,145
9465,4,1,0,0,0,1,0,0,0,0,0,1,0,0,7,1,1,1,0,1,0,1,1,1,0,0,1,0,82,56,67,78,68,93,71,75,98,167
9466,4,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,67,64,53,77,49,79,93,51,87,158
9467,3,0,1,1,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,1,1,0,0,0,1,47,57,58,59,55,68,88,82,5,162
9468,4,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,1,0,0,0,1,77,65,62,74,53,100,91,96,76,199
9469,4,0,1,1,1,0,1,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,1,1,1,0,0,1,55,66,67,71,67,95,99,75,96,180
9470,4,0,1,1,1,1,0,0,0,0,0,1,0,0,3,1,1,1,0,1,0,1,1,1,1,0,0,1,62,66,67,69,64,100,95,97,86,154
9471,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,1,1,1,0,0,1,53,46,47,45,46,37,16,5,47,81
9472,4,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,0,0,1,1,1,1,1,0,0,1,70,56,67,87,54,95,94,89,16,151
9473,3,1,0,1,0,0,1,0,0,0,0,0,0,0,5,1,1,1,0,1,0,1,1,1,0,0,0,1,64,58,51,65,54,87,54,44,37,149
9474,4,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,1,1,1,1,0,1,0,1,0,71,82,73,77,82,93,89,95,12,95
9475,3,0,1,1,0,0,0,0,1,0,0,0,0,0,5,1,1,1,0,1,1,1,1,1,1,0,1,0,74,61,58,71,70,94,70,40,18,130
9476,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,1,1,0,0,1,53,43,43,46,46,34,14,2,29,103
9477,3,0,1,1,1,0,0,1,0,0,0,0,0,0,6,1,1,0,0,1,1,1,1,1,1,0,0,1,58,68,67,75,54,88,22,78,51,160
9478,4,1,0,1,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,0,1,1,1,1,0,0,1,68,72,67,61,74,95,75,81,46,155
9479,3,0,1,1,1,0,1,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,1,0,0,0,1,60,56,43,49,50,45,27,76,59,118
9480,4,0,1,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,0,1,61,55,58,54,62,71,74,67,49,192
9481,4,0,1,1,0,0,0,0,1,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,86,77,82,87,100,94,99,92,49,198
9482,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,1,0,0,0,0,1,56,54,60,50,44,49,14,8,9,144
9483,4,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,1,1,1,0,0,1,73,68,60,68,62,94,71,74,54,185
9484,2,1,0,1,1,1,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,1,1,0,0,0,1,60,50,49,55,43,63,38,39,2,144
9485,3,1,0,0,0,0,1,0,0,0,0,0,1,0,5,1,1,1,0,1,0,0,1,1,0,0,0,1,71,45,48,71,54,64,51,23,38,122
9486,3,1,0,0,1,0,1,0,0,0,0,0,0,0,5,1,1,1,0,1,0,1,1,1,1,0,0,1,70,58,65,67,49,88,63,73,13,144
9487,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,1,1,1,1,1,0,0,0,1,65,57,65,62,60,70,14,9,0,124
9488,2,1,0,0,0,1,0,0,0,0,0,1,0,0,8,1,1,0,0,0,0,1,0,1,1,0,0,1,65,57,49,64,48,74,47,61,58,126
9489,4,1,0,1,1,0,0,0,1,0,0,0,0,0,2,1,1,1,0,1,1,1,1,1,1,0,1,0,65,61,54,71,76,100,78,75,92,169
9490,3,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,1,1,1,0,0,1,61,57,60,63,50,38,46,30,95,153
9491,3,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,1,1,1,0,0,0,1,76,56,73,71,50,76,84,61,41,177
9492,3,0,1,0,1,0,1,0,0,0,0,0,1,0,7,1,1,1,1,1,1,1,1,1,1,0,0,1,65,57,60,63,50,76,38,69,30,169
9493,2,1,0,1,0,0,1,0,0,0,0,0,1,0,4,0,1,1,0,1,0,0,1,1,1,1,0,1,70,56,49,62,53,88,46,22,41,166
9494,1,1,0,1,0,0,0,1,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,1,0,0,1,49,64,51,50,58,23,35,9,29,139
9495,4,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,1,1,0,1,1,1,1,1,0,0,0,1,57,62,58,49,36,82,95,71,96,172
9496,2,1,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,63,45,62,61,43,49,49,42,7,162
9497,4,1,0,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,0,1,1,0,1,0,1,0,81,74,73,82,80,98,97,97,92,196
9498,3,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,1,0,0,1,76,64,65,69,67,53,33,94,54,206
9499,3,0,1,1,0,0,0,1,0,0,0,0,0,0,5,1,1,1,0,1,0,0,1,1,0,0,1,0,58,63,56,60,52,78,89,63,27,161
9500,1,0,1,0,0,0,0,1,0,0,0,0,0,1,7,1,1,1,0,1,0,1,1,1,1,0,0,1,45,55,52,45,50,21,29,20,28,119
9501,3,0,1,0,0,0,0,1,0,0,0,0,0,0,9,1,1,1,1,1,1,1,1,1,1,0,1,0,69,55,54,49,46,65,55,51,82,154
9502,3,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,1,1,1,1,1,1,1,0,0,1,55,45,48,50,44,53,51,76,12,171
9503,4,0,1,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,71,61,70,74,80,81,95,88,32,190
9504,4,1,0,1,1,1,0,0,0,0,0,0,1,0,4,1,1,1,0,0,1,0,1,1,1,0,0,1,73,61,62,78,82,100,66,30,51,171
9505,1,0,1,0,1,0,0,1,0,0,0,0,1,0,3,1,1,0,0,1,1,0,1,1,0,0,1,0,43,51,52,52,46,3,14,27,17,135
9506,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,0,1,1,0,1,1,1,0,0,1,45,28,43,38,42,28,39,30,39,119
9507,3,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,61,61,46,52,49,99,57,52,34,34
9508,3,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,1,1,0,0,0,1,1,1,1,0,0,1,61,55,62,70,55,95,51,36,10,117
9509,4,0,1,0,0,0,1,0,0,0,0,0,1,0,5,1,1,1,0,1,1,1,1,1,0,0,0,1,65,59,67,68,48,93,98,99,88,182
9510,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,0,1,0,1,0,48,56,65,52,52,16,45,62,2,154
9511,4,1,0,1,0,0,1,0,0,0,0,0,1,0,5,1,1,1,1,0,0,1,1,1,1,0,0,1,55,58,55,65,57,91,93,59,37,162
9512,4,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,1,0,0,1,66,60,56,56,58,93,94,83,44,83
9513,3,0,1,0,0,0,0,1,0,0,0,0,1,0,3,1,1,1,1,1,0,1,1,1,1,0,0,1,62,62,53,63,46,92,39,67,33,33
9514,4,0,1,1,1,0,1,0,0,0,0,0,1,0,4,1,1,1,1,1,0,0,1,1,0,0,1,0,57,58,65,71,55,93,97,76,19,200
9515,4,1,0,0,1,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,0,1,77,66,73,78,78,93,80,90,10,118
9516,3,1,0,0,0,0,0,1,0,0,0,0,1,0,4,1,1,1,0,1,1,1,1,1,1,1,0,1,59,64,52,64,59,85,77,5,45,152
9517,4,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,0,1,1,1,1,0,0,1,67,81,82,65,49,98,95,97,73,97
9518,3,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,1,1,0,1,1,1,1,1,1,0,0,1,52,54,60,61,52,79,29,64,40,158
9519,4,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,1,1,0,0,0,1,57,66,58,65,55,91,73,90,69,177
9520,4,0,1,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,0,1,71,60,62,68,59,97,88,62,64,172
9521,4,1,0,1,0,0,1,0,0,0,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,0,1,0,77,69,62,74,53,94,70,97,26,196
9522,2,0,1,1,1,0,0,0,0,0,1,0,0,0,7,1,1,1,1,1,1,1,1,1,1,0,1,0,53,64,70,60,70,55,19,31,12,130
9523,3,0,1,0,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,0,1,61,64,54,62,67,74,57,68,27,157
9524,2,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,1,45,48,49,56,64,18,40,71,2,145
9525,2,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,0,1,0,1,1,1,1,0,0,1,49,53,58,46,44,33,61,61,24,170
9526,2,0,1,0,0,0,0,0,1,0,0,0,0,0,5,1,1,1,1,0,0,1,1,1,1,0,0,1,40,43,51,52,52,39,25,51,43,151
9527,3,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,0,1,1,1,1,1,1,0,0,1,45,54,47,55,54,62,72,87,19,150
9528,4,1,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,0,1,0,1,1,1,1,0,1,0,71,72,82,77,55,99,92,86,39,167
9529,2,0,1,0,0,1,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,1,1,1,0,0,0,1,40,45,54,55,52,42,22,30,59,116
9530,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,1,1,0,1,1,1,1,1,0,0,0,1,56,45,33,49,52,47,9,40,15,118
9531,2,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,1,61,59,56,58,57,67,79,63,0,160
9532,2,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,1,0,1,0,1,1,1,1,0,0,1,45,48,47,58,44,60,40,32,24,99
9533,3,0,1,1,1,1,0,0,0,0,0,0,1,0,5,0,1,1,1,1,0,1,1,1,0,0,0,1,53,52,49,54,46,43,58,59,63,146
9534,1,0,1,0,0,0,0,1,0,0,0,0,1,0,8,0,1,0,0,1,0,0,0,1,0,0,0,1,36,45,36,45,49,18,12,9,16,93
9535,3,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,1,1,1,0,1,0,70,43,65,63,50,84,73,14,93,151
9536,4,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,60,64,67,60,68,87,86,58,100,163
9537,2,0,1,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0,1,49,56,58,62,58,40,22,18,94,159
9538,2,1,0,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,65,56,62,64,64,61,63,79,0,188
9539,4,0,1,0,1,1,0,0,0,0,0,1,0,0,5,1,1,1,1,1,1,0,1,1,0,0,1,0,65,81,77,70,67,98,98,99,97,202
9540,2,1,0,0,0,0,1,0,0,0,0,0,1,0,5,1,1,1,1,1,0,0,1,1,1,0,0,1,49,45,47,52,48,44,12,34,30,133
9541,4,0,1,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,0,1,0,1,1,1,1,0,1,0,63,65,64,60,48,94,90,19,86,186
9542,2,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,58,38,40,55,39,86,19,40,24,100
9543,4,0,1,0,0,0,0,0,1,0,0,0,0,0,5,1,1,1,0,1,1,1,1,1,0,0,1,0,68,71,65,64,58,78,87,75,61,154
9544,4,0,1,1,0,0,0,0,1,0,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,0,1,0,63,66,56,64,58,94,70,52,80,155
9545,2,0,1,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,49,43,54,45,43,59,61,37,48,149
9546,4,0,1,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,68,61,58,63,49,84,76,86,96,173
9547,1,0,1,1,0,0,0,1,0,0,0,0,0,0,3,1,1,1,0,1,1,1,1,1,1,0,1,0,45,46,51,43,39,15,21,4,36,114
9548,3,1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,1,0,1,1,1,0,0,0,1,81,86,77,72,78,99,2,79,8,148
9549,1,0,1,1,1,0,1,0,0,0,0,0,1,0,4,1,1,1,1,1,1,0,1,1,0,0,0,1,55,56,65,58,44,52,22,4,17,142
9550,4,1,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,0,0,1,1,1,0,1,0,71,67,67,74,90,99,95,85,51,202
9551,4,0,1,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,68,59,60,63,82,87,62,72,83,83
9552,4,1,0,1,1,0,0,0,0,1,0,0,0,0,6,1,1,1,0,1,1,1,1,1,1,0,1,0,73,77,73,77,78,99,80,81,26,179
9553,4,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,1,1,1,1,0,1,1,0,1,0,0,1,73,64,62,66,50,88,95,47,56,200
9554,4,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,1,1,1,1,1,1,0,1,0,57,62,53,74,53,83,60,75,79,125
9555,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,0,0,1,0,1,1,1,0,1,0,64,58,56,57,40,24,1,4,63,111
9556,3,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,1,0,1,0,1,1,1,0,0,0,1,70,57,62,68,42,82,33,63,54,136
9557,4,0,1,1,1,0,0,0,0,0,1,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,61,56,52,58,67,59,54,58,91,141
9558,4,0,1,1,1,0,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,73,64,60,78,95,100,95,52,99,193
9559,4,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,1,0,0,1,0,0,1,1,0,0,0,1,67,69,67,67,48,99,95,90,7,174
9560,3,1,0,0,1,0,1,0,0,0,0,0,1,0,6,1,1,1,1,1,1,1,1,1,1,0,0,1,60,59,58,62,43,62,64,80,17,116
9561,4,1,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,48,66,70,60,68,92,88,82,18,87
9562,2,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,1,70,46,36,58,40,54,7,22,92,129
9563,1,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,1,32,38,33,48,43,17,3,4,17,17
9564,3,1,0,1,0,0,1,0,0,0,0,1,0,0,4,0,0,1,0,1,0,0,1,1,1,0,1,0,62,43,60,51,49,67,77,52,24,106
9565,4,1,0,0,0,0,1,0,0,0,0,1,0,0,5,1,1,0,0,1,0,1,1,1,0,0,1,0,73,57,67,62,65,92,81,87,79,161
9566,4,0,1,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,74,61,64,61,62,98,82,29,13,170
9567,2,0,1,0,1,0,1,0,0,0,0,0,1,0,6,1,1,1,1,1,1,1,1,1,1,0,0,1,48,42,54,45,50,48,42,56,29,124
9568,2,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,0,1,0,1,1,1,1,0,0,1,64,64,62,56,57,95,52,66,0,83
9569,4,1,0,1,0,0,1,0,0,0,0,1,0,0,5,1,1,1,0,1,0,1,1,1,1,0,1,0,66,71,77,72,59,98,99,91,99,161
9570,4,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,1,1,0,1,1,1,1,1,1,0,1,0,87,70,66,65,85,95,84,8,89,157
9571,1,1,0,0,1,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,0,1,1,1,1,0,1,0,32,45,55,41,52,77,18,22,0,119
9572,3,1,0,1,1,0,1,0,0,0,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,0,1,0,55,53,56,49,59,84,31,10,75,133
9573,4,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,1,1,0,1,1,1,1,0,1,0,82,69,67,74,72,99,97,78,90,161
9574,4,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,1,1,0,1,0,0,1,1,1,0,1,0,67,74,67,61,74,80,55,98,89,192
9575,4,1,0,1,1,0,0,1,0,0,0,0,0,0,3,0,1,1,0,1,0,1,1,1,1,0,1,0,100,64,77,82,80,100,100,96,60,196
9576,4,1,0,1,1,0,1,0,0,0,0,1,0,0,4,1,1,1,1,1,0,1,1,1,1,0,1,0,76,66,62,74,72,96,37,46,100,142
9577,4,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,0,1,1,0,1,0,63,57,70,56,53,99,86,45,68,186
9578,4,1,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,0,0,1,0,0,1,1,1,0,1,0,59,58,64,68,52,79,87,88,70,145
9579,4,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,1,0,1,0,0,1,1,1,0,1,0,65,71,65,66,54,93,90,97,92,190
9580,3,0,1,0,0,1,0,0,0,0,0,1,0,0,5,1,0,1,0,0,0,0,1,1,1,0,1,0,53,47,50,46,50,73,34,20,79,121
9581,4,0,1,0,0,0,1,0,0,0,0,0,1,0,2,1,1,1,1,1,0,1,1,1,0,0,1,0,60,54,60,61,58,82,59,64,91,165
9582,4,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,1,1,0,0,1,0,77,78,64,63,72,95,92,88,100,145
9583,4,0,1,1,0,0,0,1,0,0,0,0,0,1,5,1,1,1,0,1,0,1,1,1,0,1,1,0,82,74,64,75,95,96,92,86,99,179
9584,4,0,1,1,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,71,64,70,66,70,96,67,87,80,132
9585,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,0,1,0,1,1,1,1,0,0,1,55,52,36,51,57,2,25,3,24,94
9586,4,0,1,0,1,0,1,0,0,0,0,1,0,0,4,1,1,1,0,1,0,0,1,1,1,0,1,0,70,69,70,77,72,81,80,83,80,81
9587,3,1,0,0,1,1,0,0,0,0,0,1,0,0,5,1,1,1,0,1,0,1,1,1,1,0,0,1,96,59,60,78,46,97,57,57,5,113
9588,2,1,0,0,1,0,0,1,0,0,0,0,1,0,5,1,1,1,0,0,1,1,1,1,0,0,0,1,59,47,56,55,53,77,21,4,84,134
9589,1,1,0,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,39,43,36,43,57,15,4,28,10,123
9590,2,1,0,1,1,0,1,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,51,55,52,57,54,74,4,19,52,153
9591,4,1,0,1,0,0,1,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,59,58,56,56,70,94,93,98,86,143
9592,4,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,1,1,1,1,0,1,1,1,1,0,1,0,72,70,64,63,68,100,44,87,25,170
9593,4,1,0,1,1,0,1,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,63,61,58,82,49,100,64,31,42,175
9594,1,1,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,50,46,56,49,46,13,13,29,0,122
9595,3,0,1,0,0,0,1,0,0,0,0,0,1,0,4,1,1,1,0,1,0,0,1,1,1,0,0,1,55,49,64,58,48,69,19,67,60,111
9596,4,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,55,57,64,60,78,85,97,97,86,180
9597,4,0,1,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,0,0,1,1,1,0,1,0,77,66,62,66,68,100,69,89,69,88
9598,2,1,0,0,0,0,0,1,0,0,0,0,1,0,5,1,1,1,0,1,0,1,1,1,1,0,0,1,56,57,56,57,53,70,18,21,53,110
9599,3,1,0,0,0,0,1,0,0,0,0,0,1,0,6,1,1,1,1,1,0,1,1,1,0,0,0,1,58,57,62,55,68,75,36,6,63,90
9600,4,0,1,1,1,0,1,0,0,0,0,0,0,0,5,1,1,1,1,1,1,0,1,1,1,0,1,0,76,71,70,74,72,82,96,74,96,164
9601,4,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,1,1,1,1,1,1,1,1,1,0,0,1,62,64,56,60,43,99,87,82,29,160
9602,4,0,1,0,0,0,1,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,1,1,1,0,0,1,62,64,73,69,60,77,88,78,74,74
9603,2,0,1,1,1,1,0,0,0,0,0,1,0,0,5,1,1,1,0,1,0,1,1,1,1,0,0,1,64,50,53,58,46,9,51,43,42,122
9604,3,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,0,1,1,1,1,0,1,0,68,68,65,66,67,74,4,89,47,179
9605,4,0,1,1,0,0,0,1,0,0,0,0,1,0,5,0,1,1,1,1,1,1,1,1,1,0,0,1,67,64,62,57,55,41,89,72,85,85
9606,4,0,1,1,0,0,0,1,0,0,0,0,0,1,5,1,1,0,1,1,0,1,1,1,1,0,0,1,60,77,67,70,65,88,57,98,100,100
9607,3,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,1,1,0,1,0,1,1,1,1,0,0,1,60,48,55,62,62,81,59,43,55,129
9608,4,1,0,1,0,0,0,0,1,0,0,0,1,0,8,1,1,1,1,1,0,1,1,1,1,0,1,0,68,69,67,61,68,86,92,96,78,159
9609,2,1,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,1,1,1,0,1,1,1,1,0,0,1,73,50,56,67,53,81,46,21,46,99
9610,2,1,0,0,0,1,0,0,0,0,0,1,0,0,4,1,1,1,0,1,0,1,1,1,0,0,0,1,53,49,50,50,44,87,82,40,1,109
9611,3,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,1,1,1,0,1,0,56,61,52,57,46,71,26,40,74,182
9612,2,0,1,1,0,1,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,1,1,1,0,0,0,1,59,51,60,66,58,28,27,53,55,130
9613,1,0,1,0,1,0,0,1,0,0,0,0,0,0,5,1,1,1,0,1,0,1,1,1,1,0,1,0,56,57,56,50,43,37,12,58,26,107
9614,4,1,0,0,1,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,0,1,73,87,77,77,74,99,90,88,65,214
9615,3,0,1,0,1,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,64,58,58,60,64,90,92,35,17,114
9616,4,1,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,1,0,1,1,1,0,0,0,1,74,66,70,66,72,96,74,72,68,79
