IDNo,ID,final_result,Female,Male,YoG,SGPA,CGPA100,CGPA200,CGPA300
39683,433,Pass with distinction,0,1,1.1,3.3,3.98,4.16,3.67
75243,434,Pass with distinction,0,1,1.1,4.45,4.84,4.84,4.69
45234,435,Pass,1,0,1.1,1.88,2.42,1.93,1.5
27045,436,Pass with distinction,0,1,1.1,2.32,4.24,4.38,4.19
87745,437,Pass with distinction,1,0,1.1,4.27,3.32,3.92,3.45
95576,438,Pass with distinction,0,1,1.1,4.53,4.56,4.88,4.4
64214,439,Pass,1,0,1.1,3.44,3.67,3.84,3.1
50159,440,Pass with distinction,1,0,1.1,2.65,3.89,4.22,3.94
35633,441,Pass,1,0,1.1,2.64,2.61,2.39,2.42
75896,442,Pass,1,0,1.1,2.95,3.58,4.02,3.52
57264,443,Pass,0,1,1.1,3.83,3.76,3.92,3.73
30338,444,Pass with distinction,0,1,1.1,3.75,4.76,4.48,4.5
66058,445,Pass,0,1,1.1,3.54,3.73,3.76,3.54
82891,446,Pass with distinction,0,1,1.1,4.24,4.11,4.34,4.25
87071,447,Pass with distinction,1,0,1.1,3.05,3.41,3.78,3.6
51004,448,Pass,0,1,1.1,3.75,3.93,3.96,2.77
42485,449,Fail,0,1,1.5,2.43,2.84,2.75,1.63
62356,450,Pass with distinction,0,1,1.1,3.93,4.36,4.14,3.25
46749,451,Pass,0,1,1.1,3.02,3.45,2.86,2.02
37470,452,Pass,1,0,1.1,3.05,3.04,3.71,2.79
92052,453,Pass with distinction,1,0,1.1,3.82,4,4.32,4.31
81285,454,Pass with distinction,0,1,1.1,3.98,3.84,4.3,3.57
75838,455,Pass with distinction,1,0,1.1,3.75,4.4,4.72,4.43
42072,456,Borderline pass,1,0,1.3,2.6,2.46,1.96,1.72
93231,457,Borderline pass,1,0,1.1,2.92,2.46,3.12,2.43
65087,458,Pass,0,1,1.1,3.47,4.07,3.78,3.43
78697,459,Pass with distinction,0,1,1.1,4.53,4.76,4.78,4.69
68194,460,Pass with distinction,1,0,1.1,1.77,4.22,4.68,4.29
69509,461,Pass with distinction,1,0,1.1,3.89,3.78,3.57,3.76
61691,462,Pass,0,1,1.1,2.71,4.09,3.92,3.15
35577,463,Pass with distinction,0,1,1.1,3.91,4.07,3.86,3.6
60825,464,Pass,0,1,1.1,2.43,4.02,3.18,3.13
89860,465,Pass,0,1,1.1,3.13,3.4,2.68,2.95
48455,466,Pass,0,1,1.2,2.59,3.61,3.55,1.86
69167,467,Pass with distinction,0,1,1.2,2.41,3.7,3.08,3.91
52463,468,Pass with distinction,1,0,1.2,2.71,4.11,3.77,4.42
41597,469,Pass with distinction,0,1,1.2,4.06,4.21,4.1,4.44
90907,470,Pass,0,1,1.2,3.88,4.06,2.75,2.67
64110,471,Pass,0,1,1.2,3.28,3.77,2.94,2.64
68627,472,Pass with distinction,1,0,1.2,2.86,4.23,3.59,3.87
36276,473,Pass with distinction,0,1,1.2,4.17,4.15,3.37,3.44
70037,474,Pass,0,1,1.2,3.13,3.79,3.37,2.89
56945,475,Pass with distinction,0,1,1.2,3.44,4.06,3.43,3.69
88428,476,Pass with distinction,0,1,1.2,3.54,3.94,3.56,3.47
88886,477,Pass with distinction,1,0,1.2,3.59,4.6,4.62,4.56
38522,478,Borderline pass,0,1,1.3,3.2,3.11,1.89,1.98
65651,479,Pass with distinction,1,0,1.2,3.48,4.17,3.6,4.4
37792,480,Pass with distinction,1,0,1.2,2.86,4.06,3.83,3.89
38715,481,Pass with distinction,1,0,1.2,2.86,4.43,3.96,4.69
68538,482,Pass with distinction,1,0,1.2,2.81,4.7,3.96,4.27
62072,483,Pass,0,1,1.3,2.73,3.15,2.24,2.18
32935,484,Pass with distinction,0,1,1.2,4.1,4.79,4.37,4.6
31237,485,Pass,0,1,1.3,2.71,4.47,2.88,3.07
88830,486,Pass with distinction,0,1,1.3,3.04,4.6,4.1,4.49
75176,487,Pass with distinction,0,1,1.3,3.36,3.79,3.41,3.6
40146,488,Pass with distinction,1,0,1.3,3.83,4.17,3.51,4
48179,489,Pass with distinction,0,1,1.3,2.95,4.3,4.06,4.13
94862,490,Pass with distinction,0,1,1.3,3.13,3.79,3.18,3.72
59022,491,Pass with distinction,1,0,1.3,4.29,4.19,4.21,4.15
95041,492,Pass with distinction,0,1,1.3,2.66,4.19,3.53,4.19
25421,493,Pass with distinction,0,1,1.3,3.91,3.87,2.26,2.63
28326,494,Pass,1,0,1.4,3.52,3.89,2.45,2.74
88265,495,Pass with distinction,1,0,1.3,3.52,4.13,3.57,3.88
54849,496,Pass with distinction,1,0,1.3,3.28,4.62,4.35,4.57
38097,497,Pass with distinction,0,1,1.3,3.57,4.32,3.9,3.53
88946,498,Pass with distinction,0,1,1.3,3.13,3.87,3.33,3.77
61960,499,Pass with distinction,0,1,1.3,4.44,4.47,4.29,4.13
65241,500,Pass,0,1,1.4,3.44,3.55,2.51,2.16
25751,501,Pass,0,1,1.3,3.21,4.13,3.53,3.11
96037,502,Pass,1,0,1.3,2.95,3.81,2.69,2.52
61005,503,Pass with distinction,1,0,1.4,3.39,4.64,3.78,4.28
64281,504,Pass with distinction,1,0,1.3,3.85,4.15,3.76,3.46
44823,505,Pass with distinction,0,1,1.3,3.52,4.36,4.63,3.79
68843,506,Pass with distinction,0,1,1.3,3.83,4.13,3.77,4.04
28180,507,Pass with distinction,0,1,1.3,4.17,4.36,3.96,4.04
68429,508,Pass with distinction,0,1,1.3,4.22,4.74,4.41,4.66
43736,509,Pass with distinction,0,1,1.3,3.31,3.77,3.67,3.51
48454,510,Pass with distinction,0,1,1.3,3.13,4.28,3.3,3.17
77278,511,Pass with distinction,0,1,1.3,3.98,3.94,2.91,2.88
29969,512,Pass,0,1,1.3,2.77,3.45,3.22,2.57
66479,513,Pass with distinction,1,0,1.3,4.24,4.74,4.71,4.74
84504,514,Pass,0,1,1.4,3.28,4.11,3.37,3.6
26482,515,Pass with distinction,0,1,1.3,3.59,4.79,4.63,4.53
41392,516,Pass,0,1,1.3,3.23,2.96,1.87,2.41
70028,517,Borderline pass,0,1,1.5,2.32,2.77,1.88,2.55
30148,518,Pass with distinction,0,1,1.3,2.86,4.04,3.24,3.13
37289,519,Pass with distinction,1,0,1.3,4.06,4.3,3.62,4.21
58169,520,Pass with distinction,1,0,1.3,3.2,4.4,3.2,2.9
52997,521,Pass with distinction,0,1,1.3,4.14,4.85,4.69,4.53
82168,522,Pass with distinction,0,1,1.3,2.71,3.79,3.36,2.98
91339,523,Pass with distinction,0,1,1.3,3.05,4.15,3.25,3.68
58092,524,Pass,0,1,1.3,2.89,4,2.92,3.11
35733,525,Pass with distinction,0,1,1.3,3.28,4.15,3.21,3.22
85163,526,Pass,1,0,1.3,2.92,2.96,2.23,2.55
48693,527,Pass,0,1,1.3,3.3,4,3.07,2.23
88046,528,Pass,0,1,1.3,3.48,4.43,3.86,3.24
53740,529,Pass with distinction,1,0,1.3,3.91,4.06,3.92,4.45
76908,530,Pass,1,0,1.4,2.97,4.43,3.03,3.52
92219,531,Pass with distinction,1,0,1.3,3.91,4.19,3.56,3.68
37750,532,Pass with distinction,1,0,1.4,4.22,4.15,3.7,3.94
61038,533,Pass,0,1,1.4,3.04,4.64,4.15,3.85
56054,534,Pass with distinction,0,1,1.4,3.91,4.28,4,4.45
80428,535,Pass,1,0,1.4,3.2,4.06,2.92,3.66
95738,536,Pass with distinction,0,1,1.4,4.22,4.55,4.02,4.34
52389,537,Pass,1,0,1.4,3.61,3.62,3.05,2.74
73779,538,Pass with distinction,0,1,1.4,3.83,4.91,4.69,4.94
83578,539,Pass,0,1,1.4,3.28,3.47,2.95,2.88
56159,540,Pass with distinction,0,1,1.4,3.91,4.81,4.04,4.36
68493,541,Pass,0,1,1.4,2.76,4.13,3.37,3.13
40418,542,Borderline pass,0,1,1.4,3.54,4.23,2.8,2.43
32402,543,Pass with distinction,0,1,1.4,3.83,4.64,4.54,4.7
91308,544,Borderline pass,0,1,1.4,2.1,3.47,2.09,2.76
51276,545,Pass,0,1,1.5,4.58,4.02,3.5,1.72
88090,546,Pass with distinction,1,0,1.4,4.24,4.4,3.85,4.3
83307,547,Pass with distinction,0,1,1.4,4.06,4.7,3.71,4.49
29316,548,Pass with distinction,0,1,1.4,2.58,4.06,3.58,4.21
73776,549,Borderline pass,0,1,1.4,3.57,3.81,3.17,2.61
89111,550,Pass with distinction,1,0,1.4,4,3.91,3.44,3.87
75136,551,Pass with distinction,0,1,1.4,2.58,4.43,3.59,3.96
54822,552,Pass with distinction,1,0,1.4,4.22,4.55,4.04,4.04
63404,553,Pass,1,0,1.4,3.83,3.72,3.71,3.31
89075,554,Pass,0,1,1.4,3,4.49,3.88,4.38
58206,555,Pass,0,1,1.4,2.5,4.28,3.13,2.27
94755,556,Pass,1,0,1.4,2.36,3.94,3.45,3.72
35850,557,Pass,0,1,1.4,2.5,3.96,3,2.6
70708,558,Borderline pass,0,1,1.5,3.83,3.81,2.39,2
52104,559,Pass,0,1,1.4,3.19,4.15,2.74,2.67
40490,560,Pass with distinction,1,0,1.4,3.82,4.3,3.02,2.79
69278,561,Pass,1,0,1.4,2.43,3.4,2.39,2.21
41224,562,Pass,1,0,1.4,3.04,4.36,2.97,4.11
48521,563,Pass,0,1,1.4,4.88,4,3.41,3.91
91513,564,Pass,0,1,1.4,2.66,4.17,3.24,3.53
79035,565,Pass,0,1,1.4,4.38,4.04,2.66,2.33
92656,566,Pass,0,1,1.4,3.06,4.3,3.12,3.21
66477,567,Pass with distinction,1,0,1.4,4.38,4.66,3.88,4.12
55557,568,Pass,0,1,1.4,2.5,4.06,3.36,3.11
86645,569,Pass,0,1,1.4,3.67,4.17,3.44,3.86
96697,570,Pass with distinction,0,1,1.4,3.83,4.79,4.33,4.62
95317,571,Pass,0,1,1.4,3.28,4.23,2.74,2.65
24624,572,Pass,0,1,1.4,3.28,4.28,4.06,3.51
45379,573,Pass with distinction,1,0,1.4,4.22,4.74,4.1,4.64
60884,574,Pass with distinction,0,1,1.4,3.91,4.21,3.77,4.36
79792,575,Pass,0,1,1.5,3.82,4.15,3.45,3
83761,576,Pass,0,1,1.4,3.19,4.3,3.14,3.38
38482,577,Pass,1,0,1.4,2.64,3.55,2.47,2.67
95643,578,Pass with distinction,1,0,1.5,3.19,4.79,4.29,4.83
95668,579,Pass,0,1,1.5,2.85,4,3.11,3.94
93426,580,Pass,1,0,1.5,3.06,3.89,3.47,3.3
96154,581,Pass with distinction,1,0,1.5,2.89,4.28,4.06,3.81
82281,582,Pass,1,0,1.5,2.41,4.34,3.18,3.37
58176,583,Borderline pass,0,1,1.5,3.13,3.21,2.88,2.28
84652,584,Pass with distinction,1,0,1.5,3.91,4.43,4,4.38
95060,585,Pass with distinction,0,1,1.5,3.01,3.85,3.65,3.91
57277,586,Pass,1,0,1.5,2.86,3.98,2.93,3.42
72010,587,Pass with distinction,1,0,1.5,2.9,4.72,4.31,4.28
71746,588,Pass,0,1,1.5,4.03,4.21,3.75,3.66
78331,589,Pass,0,1,1.5,3.36,3.87,3.35,3.49
88125,590,Pass with distinction,1,0,1.5,2.5,4.68,4.13,4.28
59188,591,Pass,0,1,1.5,2.97,3.98,2.34,2.21
39325,592,Pass,0,1,1.5,2.68,4.21,3.63,3.7
46705,593,Pass,1,0,1.5,3.82,3.85,2.78,3.15
38043,594,Pass,1,0,1.5,3.54,3.34,3.05,3.19
28193,595,Pass,0,1,1.5,3.13,3.28,2.16,2.52
94744,596,Pass with distinction,0,1,1.5,4.24,4.43,4.17,4.72
60610,597,Pass with distinction,1,0,1.5,3.91,4.79,4.42,4.17
73826,598,Pass,0,1,1.5,3.33,3.51,2.79,3.34
81675,599,Pass,1,0,1.5,2.22,4.57,3.73,3.94
70040,600,Pass,0,1,1.5,3.54,4,3.18,2.94
49197,601,Pass,0,1,1.5,3.09,3.19,2.61,3.1
75039,602,Pass with distinction,1,0,1.5,3.47,4.15,3.13,3.49
24860,603,Pass with distinction,0,1,1.5,3.05,3.17,2.6,3.04
36603,604,Pass with distinction,0,1,1.5,4.14,4.85,4.58,4.49
36126,605,Pass with distinction,0,1,1.5,2.15,4.4,4,4.17
88932,606,Pass with distinction,0,1,1.5,2.89,3.57,2.84,3.13
33164,607,Pass,1,0,1.5,3.67,4.13,3.54,3.87
96954,608,Pass with distinction,1,0,1.5,3.82,4.64,4.09,4.34
56625,609,Pass,0,1,1.5,3.91,3.72,3.27,3.17
88930,610,Pass with distinction,0,1,1.5,3.96,4.55,4.12,4.36
63002,611,Pass,0,1,1.5,3.06,3.02,2.5,2.56
55869,612,Pass with distinction,1,0,1.5,3.75,4.81,4.22,4.55
49562,613,Pass,0,1,1.5,2.78,3.79,3.46,3.21
90037,614,Pass with distinction,0,1,1.5,3.61,4.7,3.87,3.85
61662,615,Pass,0,1,1.5,2.99,3.96,3.39,3.66
56340,616,Pass,0,1,1.5,3.13,3.23,2.33,2.96
47584,617,Pass with distinction,1,0,1.5,3.75,4.81,4.4,4.53
59378,618,Pass with distinction,0,1,1.5,2.5,3.3,3.27,3.58
88035,619,Pass,1,0,1.5,2.42,4.79,4.06,3.62
82132,620,Pass with distinction,0,1,1.5,3.36,3.83,3.25,3.89
95102,621,Pass with distinction,1,0,1.5,4.51,4.89,4.71,4.85
26559,622,Pass,0,1,1.5,2.64,4.36,3.6,3.36
57647,623,Pass,1,0,1.5,3.4,4.17,2.91,3.35
80756,624,Borderline pass,1,0,1.1,2.86,1.82,2.04,2.52
45572,625,Pass,1,0,1.1,2.34,2.21,3.5,3.35
49291,626,Pass,0,1,1.1,2.92,3.23,3.85,3.65
23629,627,Pass with distinction,1,0,1.1,2.89,2.52,3.38,3.58
47720,628,Pass,0,1,1.1,2.5,2.46,2.9,3.77
56265,629,Pass with distinction,1,0,1.1,2.59,3.33,3.48,4.29
94914,630,Pass with distinction,1,0,1.1,3.44,3.98,4.34,4.71
91235,631,Pass,0,1,1.2,3.59,2.41,1.76,3.26
69836,632,Pass with distinction,0,1,1.2,3.04,3.2,3.7,4.19
29820,633,Pass with distinction,0,1,1.2,2.34,3.37,3.64,3.55
27517,634,Pass,0,1,1.2,2.27,2.67,2.53,3.61
62033,635,Pass with distinction,1,0,1.2,3.98,4.14,4.67,4.77
67733,636,Pass with distinction,0,1,1.2,3.3,4.14,4.56,4.77
77613,637,Pass with distinction,1,0,1.2,3.33,2.94,3.79,4.23
26062,638,Pass with distinction,1,0,1.2,2.97,3.08,4.02,4.52
93570,639,Pass with distinction,1,0,1.2,4.3,4.2,4.76,4.61
95953,640,Pass,1,0,1.2,2.99,3.04,3.64,4.06
55239,641,Pass,1,0,1.2,2.5,2.61,3.22,4.1
91485,642,Pass with distinction,0,1,1.2,2.89,4,4.33,4.48
74636,643,Pass with distinction,1,0,1.2,2.41,3.84,4.73,4.55
33564,644,Pass with distinction,1,0,1.2,2.5,2.49,3.45,4.06
73249,645,Pass,1,0,1.2,2.95,2.8,3.05,3.84
85319,646,Pass,0,1,1.2,2.81,2.55,2.08,3.55
82005,647,Pass with distinction,1,0,1.2,3.3,2.63,3.91,4.29
37106,648,Pass,1,0,1.3,2.32,1.82,2.14,3.55
28368,649,Pass,1,0,1.4,2.66,1.76,2.03,2.87
71942,650,Pass with distinction,1,0,1.2,2.58,3.86,3.96,4.13
72346,651,Pass,0,1,1.2,2.73,2.63,2.31,3.94
26385,652,Pass,1,0,1.2,2,2.51,3.68,4.19
67840,653,Pass,0,1,1.2,2.59,2.37,3.02,3.19
77673,654,Pass with distinction,1,0,1.2,3.91,4.22,4.44,4.71
50161,655,Pass with distinction,1,0,1.2,2.66,3.47,4.47,4.74
69120,656,Pass with distinction,1,0,1.2,2.78,3.55,4.6,4.77
57932,657,Pass,0,1,1.2,2.68,3.22,3.02,3.29
87766,658,Pass,1,0,1.3,3.2,1.59,2.03,2.58
39695,659,Pass with distinction,0,1,1.2,3.75,3.86,4.13,4.23
39234,660,Pass with distinction,0,1,1.3,2.73,3.69,3.83,4.32
54753,661,Pass,1,0,1.3,2.36,3.17,3.04,3.97
34728,662,Pass with distinction,1,0,1.3,3.23,4,3.94,4.13
34057,663,Pass with distinction,0,1,1.3,2.92,3.67,3.92,3.81
24140,664,Borderline pass,1,0,1.5,2.5,2.5,1.57,2.1
38141,665,Pass,0,1,1.3,3.68,3.38,4.09,4.13
62639,666,Pass with distinction,1,0,1.3,3.19,3.13,2.74,3.35
69299,667,Pass,0,1,1.3,3.48,4.13,4.06,4.19
37979,668,Pass,1,0,1.3,2.57,2.17,2.88,3.45
61363,669,Pass,0,1,1.3,3.13,2.17,2.21,3.16
56374,670,Pass with distinction,1,0,1.3,3.13,3.42,3.26,3.74
77044,671,Pass with distinction,0,1,1.3,4.06,4.17,4.41,4.23
88213,672,Pass with distinction,0,1,1.3,3.67,4.1,4.7,4.71
52719,673,Pass with distinction,0,1,1.3,3.13,3.65,3.7,4.1
85012,674,Pass with distinction,0,1,1.3,2.45,3.5,3.1,4.16
66009,675,Pass with distinction,1,0,1.3,2.5,3.46,3.58,4.45
74345,676,Pass,0,1,1.3,2.21,2.85,2.67,3.13
55618,677,Pass with distinction,1,0,1.3,2.5,2.83,3.66,4
49995,678,Pass with distinction,0,1,1.3,1.95,3.83,4.07,4.19
31540,679,Pass,1,0,1.3,4.2,2.42,3.29,3.39
64424,680,Pass with distinction,0,1,1.3,3.44,3.9,3.66,3.55
74727,681,Pass,0,1,1.3,3.19,3,2.91,3.74
70675,682,Pass,1,0,1.3,2.97,3.77,3.46,3.68
38325,683,Pass,0,1,1.4,2.29,2.52,2.07,2.84
47049,684,Pass with distinction,1,0,1.3,2.5,2.56,2.98,3.97
63772,685,Pass with distinction,1,0,1.3,3.68,2.9,3.49,4.13
80181,686,Pass with distinction,1,0,1.3,2.83,3.52,3.54,3.97
42895,687,Pass,1,0,1.3,2.68,2.85,2.16,3.68
69494,688,Pass,0,1,1.3,2.76,3.69,3.3,3.96
23833,689,Pass,0,1,1.4,2.41,3.27,2.46,3.32
35242,690,Pass,0,1,1.3,2.66,3.19,3.24,3.97
27085,691,Pass,1,0,1.3,3.54,3.31,2.72,2.87
68144,692,Pass,0,1,1.4,3.13,3.96,3.37,3.61
73168,693,Pass,0,1,1.4,2.43,4.29,4.09,4.35
45222,694,Pass with distinction,1,0,1.4,3.04,4.52,4.3,4.58
69195,695,Borderline pass,1,0,1.4,2.89,2.73,2.18,2.58
24664,696,Pass with distinction,0,1,1.4,3.75,4.6,4.37,4.26
96302,697,Pass with distinction,0,1,1.4,2.22,3.98,3.73,3.74
74062,698,Pass,1,0,1.4,2.53,2.69,3.19,3.71
66914,699,Pass with distinction,1,0,1.4,3.59,3.88,3.78,4.13
44608,700,Pass,0,1,1.4,3.21,4.02,3.54,3.39
96860,701,Pass,0,1,1.4,2.27,3.04,3.2,3.42
63080,702,Pass,1,0,1.4,2.73,3.71,3.78,3.81
89200,703,Pass,1,0,1.4,2.85,2.48,3.04,3.32
73646,704,Pass with distinction,1,0,1.4,2.98,3.23,3.22,3.87
89217,705,Pass with distinction,0,1,1.4,3.13,4.08,4.04,4.32
52337,706,Pass with distinction,1,0,1.4,2.76,3.73,3.91,3.81
39999,707,Pass with distinction,0,1,1.4,2.13,3.15,3.54,3.87
34881,708,Pass,1,0,1.4,3.19,2.44,2.56,2.61
37555,709,Pass with distinction,0,1,1.4,2.77,3.92,4.02,3.74
82238,710,Pass with distinction,0,1,1.4,2.92,4.73,4.83,4.87
85017,711,Pass with distinction,0,1,1.4,3.61,3.75,3.32,4.06
72687,712,Pass with distinction,0,1,1.4,3.75,3.85,3.74,3.77
78393,713,Pass with distinction,0,1,1.4,2.29,3.25,3.31,3.87
92998,714,Pass,1,0,1.4,2.13,3.13,2.92,2.71
70944,715,Pass with distinction,1,0,1.4,1.74,3.58,4.13,4.55
28851,716,Pass,0,1,1.4,3.05,3.75,3.1,3.68
97036,717,Pass with distinction,0,1,1.4,3.13,4.15,4.36,4.61
35212,718,Pass with distinction,1,0,1.5,3.33,4,4.02,4.32
48429,719,Pass,1,0,1.4,2.43,2.25,1.95,2.46
84369,720,Pass,0,1,1.4,2.78,2.77,2.4,2.81
31377,721,Pass,1,0,1.5,3.68,3.08,2.82,3.32
60752,722,Pass,1,0,1.5,2.89,3.1,2.09,3.06
88798,723,Pass,1,0,1.5,2.29,3.52,3.52,4
39903,724,Pass with distinction,1,0,1.5,2.92,3.77,4.08,4.26
94443,725,Pass with distinction,1,0,1.5,2.99,3.69,4.16,4.58
52594,726,Pass,1,0,1.5,3.67,3.42,3.21,3.16
82033,727,Pass with distinction,1,0,1.5,3.13,3.33,3.08,3.35
56702,728,Pass,1,0,1.5,2.05,2.48,3.15,4.19
88140,729,Pass,1,0,1.5,3.59,3.06,3.11,3.23
48142,730,Pass,0,1,1.5,2.34,2.67,2.69,3.87
78817,731,Pass with distinction,1,0,1.5,2.92,4.54,4.52,4.71
68895,732,Pass,0,1,1.5,2.35,3.04,2.44,3.58
51136,733,Pass,0,1,1.5,3.82,2.63,3,4.35
37476,734,Pass with distinction,1,0,1.5,3.44,4.6,4.61,4.55
52356,735,Borderline pass,0,1,1.1,1.72,1.6,1.87,2.52
93497,736,Pass,0,1,1.1,2.85,3,1.69,2.45
23486,737,Pass,0,1,1.1,3.48,3.34,2.52,3.46
68447,738,Pass with distinction,0,1,1.1,3.57,4.18,4.58,4.57
92340,739,Pass with distinction,1,0,1.1,2.85,3.58,3.38,4.09
24646,740,Pass,0,1,1.1,2.57,3.25,2.3,2.39
38940,741,Pass,0,1,1.1,2.19,2.72,2.34,2.33
56998,742,Pass,1,0,1.1,3.47,2.91,2.64,2.63
59256,743,Borderline pass,0,1,1.1,2.92,3.13,2.42,1.84
51758,744,Pass,0,1,1.1,3.04,3.49,2.74,2.7
86812,745,Borderline pass,0,1,1.2,2.08,2.8,2.1,0.99
96892,746,Pass,0,1,1.1,4.2,2.28,2.14,1.87
69098,747,Pass,0,1,1.2,2.73,2.67,1.98,1.72
47843,748,Pass,0,1,1.1,3.02,3.3,2.96,2.21
96047,749,Pass,0,1,1.4,3.48,3.53,1.67,1.85
57677,750,Pass,0,1,1.3,2.68,2.8,2.28,1.84
50688,751,Pass,0,1,1.1,2.58,4.02,3.74,3.32
91219,752,Pass,0,1,1.1,3.93,3.89,3.52,3.36
59290,753,Pass,0,1,1.1,3.75,3.96,2.9,3.2
95187,754,Pass,0,1,1.1,2.34,3.8,2.96,3.96
83557,755,Pass,0,1,1.5,2.41,2.73,1.92,1.56
70735,756,Pass with distinction,0,1,1.1,3.82,3.96,4.32,4.29
42220,757,Borderline pass,0,1,1.2,3.13,2.35,1.96,1.1
94075,758,Pass,0,1,1.1,2.68,3.48,3.52,3.36
60969,759,Pass with distinction,0,1,1.1,3.52,3.7,3.78,4.67
24614,760,Pass,0,1,1.1,3.75,2.58,2.48,1.88
36772,761,Pass,0,1,1.1,3.06,4.02,3.6,3.9
30201,762,Borderline pass,0,1,1.3,2.58,2.33,1.61,1.95
71947,763,Pass,0,1,1.1,2.41,2.7,2.84,2.94
60186,764,Pass,0,1,1.2,2.81,2.02,1.8,1.71
25083,765,Pass,0,1,1.1,3.05,3.36,2.63,2.81
59488,766,Pass with distinction,0,1,1.2,2.92,3.6,3.17,3.28
72247,767,Pass with distinction,1,0,1.2,2.85,4.06,3.35,4
58335,768,Pass,0,1,1.2,3.04,2.94,1.94,2.76
54760,769,Pass,0,1,1.2,3.21,3.11,2.58,2.82
42419,770,Pass,0,1,1.2,3.13,3.47,2.22,2
23767,771,Pass,0,1,1.2,2.97,3.02,1.96,2.63
68028,772,Borderline pass,0,1,1.5,2.59,2.98,2.19,1.59
35325,773,Pass,0,1,1.2,3.13,3.49,3.02,3.16
42996,774,Pass with distinction,0,1,1.4,2.42,3.51,3.24,3.74
73835,775,Pass with distinction,0,1,1.2,4.22,4.45,4.42,4.86
31373,776,Pass with distinction,1,0,1.2,4.38,4.26,4.22,4.45
23879,777,Pass,0,1,1.3,3.28,3.31,2.43,3.3
40593,778,Pass with distinction,0,1,1.3,3.05,4.11,3.71,4.51
38697,779,Pass with distinction,0,1,1.3,3.21,4.43,4.35,4.56
34032,780,Pass,0,1,1.3,3.05,3.26,2.85,3.53
64900,781,Pass,0,1,1.3,3.28,3.43,2.43,3.19
42472,782,Pass with distinction,0,1,1.3,3.05,3.43,2.85,3.91
25421,783,Pass,0,1,1.3,2.59,2.85,2.13,2.18
35378,784,Pass with distinction,0,1,1.4,2.5,3.6,2.8,3.58
65303,785,Pass,0,1,1.3,2.58,4.02,2.84,3.25
67051,786,Pass with distinction,0,1,1.3,3.48,4,3.14,3.71
36946,787,Pass with distinction,1,0,1.3,2.19,3.74,3.18,4.07
53176,788,Pass,0,1,1.3,3.13,2.83,2.63,2.57
23774,789,Pass,0,1,1.4,2.41,2.55,1.71,2.63
69031,790,Pass with distinction,0,1,1.3,3.59,3.87,3.14,3.46
82585,791,Pass,0,1,1.3,2.95,4.06,3.11,3.4
85049,792,Pass,0,1,1.3,2.86,3.94,3.1,2.77
47393,793,Pass,0,1,1.3,2.73,3.34,2.35,2.16
78713,794,Pass,0,1,1.3,2.71,3.11,2.15,1.79
31003,795,Pass with distinction,0,1,1.3,3.05,3.98,3.2,3.4
80147,796,Pass with distinction,0,1,1.3,2.95,3.85,3.19,3.93
33831,797,Pass,0,1,1.3,3.4,4.13,3.03,2.76
86142,798,Borderline pass,0,1,1.3,2.58,3.06,2.09,1.56
38726,799,Pass,0,1,1.3,3.44,3.19,2.03,2.02
56412,800,Pass,0,1,1.3,3.83,3.43,2.71,2.39
54186,801,Pass with distinction,1,0,1.3,3.75,3.77,3.13,4.24
86213,802,Pass,0,1,1.3,3.05,3.17,1.92,2.46
74310,803,Pass,0,1,1.3,2.43,2.74,2.71,2.54
41955,804,Pass,0,1,1.3,2.58,4.17,4.04,3.53
26232,805,Pass,0,1,1.3,2.86,3.53,2.88,2.84
59442,806,Pass,1,0,1.3,2.97,3.68,1.7,2.51
39065,807,Pass with distinction,0,1,1.3,3.3,4.11,4.12,4.56
38380,808,Pass,0,1,1.3,2.95,4.04,2.55,3.42
28743,809,Pass with distinction,0,1,1.3,3.83,3.34,3.13,3.8
30500,810,Pass,0,1,1.3,2.77,3.64,2.86,3.61
37185,811,Pass,0,1,1.3,2.92,3.3,2.57,2.94
57265,812,Pass,0,1,1.3,2.95,3.4,2.62,2.53
27946,813,Pass with distinction,0,1,1.3,2.73,4.19,3.79,4.38
88677,814,Pass,0,1,1.3,2.63,3.06,2.29,2.56
73002,815,Pass with distinction,0,1,1.3,2.73,3.7,3.29,3.98
61270,816,Pass with distinction,0,1,1.4,3.89,4.29,3.9,3.81
82842,817,Pass,0,1,1.4,2.29,4.07,3.69,3.47
49809,818,Pass with distinction,1,0,1.4,2.97,3.51,3.28,3.39
79970,819,Pass,0,1,1.4,3.3,4.07,3.2,2.53
91217,820,Pass,0,1,1.4,2.29,2.91,2.68,2.16
52379,821,Pass,0,1,1.4,2.34,3.33,2.92,2.93
52857,822,Pass,0,1,1.4,2.5,3.73,2.93,2.77
29071,823,Pass with distinction,0,1,1.4,2.27,3.69,2.93,2.19
62509,824,Pass with distinction,0,1,1.4,3.59,4.67,4.16,4.55
25804,825,Pass with distinction,0,1,1.4,3.26,4.38,3.59,4.05
92649,826,Pass with distinction,0,1,1.4,1.74,3.81,3.33,3.49
82371,827,Pass with distinction,0,1,1.4,3.05,4.69,4.57,4.74
78051,828,Pass with distinction,0,1,1.4,2.5,4.27,3.53,3.62
87285,829,Pass,0,1,1.4,2.11,3.47,3.24,2.47
30396,830,Pass with distinction,0,1,1.4,3.83,4.02,3.49,3.19
77710,831,Pass,0,1,1.4,3.75,3.27,2.85,2.04
