IDNo,ID,final_result,Female,Male,YoG,SGPA,CGPA100,CGPA200,CGPA300
23868,1228,Pass,1,0,1.5,3.75,3.02,2.94,3.41
94115,1229,Pass with distinction,1,0,1.5,3.26,3.02,3.64,3.79
81433,1230,Pass with distinction,0,1,1.5,3.26,3.22,4,4.38
25503,1231,Pass,1,0,1.5,3.13,3.42,3.4,3.52
48069,1232,Pass,0,1,1.5,3.83,2.82,2.98,3.69
37749,1233,Pass with distinction,0,1,1.5,3.47,4.02,4.4,4.59
63547,1234,Pass,1,0,1.5,2.99,2.89,3.31,3.69
76656,1235,Pass with distinction,1,0,1.5,1.8,3.78,4.24,4.07
76535,1236,Pass,0,1,1.5,3.61,3.98,3.64,4.31
37492,1237,Pass with distinction,1,0,1.5,4.31,4.96,5,5
74856,1238,Pass,0,1,1.5,1.95,3.51,3.62,4.28
80603,1239,Pass,0,1,1.5,2.7,3.6,3.4,3.83
82438,1240,Pass,0,1,1.5,3.06,3.31,3.35,4.14
52489,1241,Pass with distinction,0,1,1.5,2.29,4.18,3.43,3.81
25090,1242,Pass,0,1,1.5,3.59,3.47,3.81,4.1
80003,1243,Pass,0,1,1.5,2.23,3.51,3.76,3.84
35218,1244,Borderline pass,0,1,1.2,2.42,1.64,1.62,0.83
64471,1245,Borderline pass,0,1,1.1,1.96,2,2.09,1.13
83325,1246,Borderline pass,0,1,1.1,2.34,1.84,1.17,1.92
70953,1247,Borderline pass,0,1,1.2,2.21,2.48,2.54,2.79
91433,1248,Borderline pass,1,0,1.1,3.13,1.64,2.15,0.87
55069,1249,Borderline pass,1,0,1.2,2.81,1.59,1.26,1.87
60034,1250,Pass,0,1,1.2,3.4,2.93,3.45,3.3
84270,1251,Pass,0,1,1.1,3.61,3.23,1.72,3.23
90430,1252,Pass,0,1,1.1,2.34,3.34,1.57,2.68
43863,1253,Borderline pass,0,1,1.1,3.13,2.98,2.56,1.89
71557,1254,Borderline pass,0,1,1.2,2.97,1.7,1.69,2.17
66458,1255,Borderline pass,0,1,1.2,3.13,2.67,2.15,1.64
67006,1256,Borderline pass,1,0,1.1,3.44,2.1,2.71,1.91
47288,1257,Borderline pass,0,1,1.1,2.5,2.73,2.39,2.51
78010,1258,Borderline pass,0,1,1.2,2.63,2.15,1.58,2.47
39894,1259,Pass,0,1,1.3,2.19,2.19,2.16,3.16
61939,1260,Pass,0,1,1.2,2.73,3.24,3.32,3.41
71532,1261,Pass,0,1,1.1,2.75,3.34,4.09,4.04
80274,1262,Pass,0,1,1.3,3.75,2.51,2.79,1.09
27297,1263,Pass,0,1,1.1,3.75,2.73,2.12,3.03
30931,1264,Pass,0,1,1.4,3.05,2.74,2.28,1.89
50568,1265,Pass,0,1,1.1,2.42,3.14,3.46,3.63
42966,1266,Pass,0,1,1.1,2.68,3.48,3.12,4.22
57021,1267,Pass with distinction,0,1,1.1,2.59,4.3,4.2,4.33
36567,1268,Pass,1,0,1.1,3.52,2.68,2.69,3.03
96310,1269,Pass with distinction,1,0,1.1,2.41,4.05,4.37,4.3
53291,1270,Pass,1,0,1.1,2.92,2.59,3.67,3.41
60693,1271,Pass with distinction,1,0,1.1,3.13,2.82,3.57,3.85
44121,1272,Pass,0,1,1.1,2.88,2.82,3.47,3.57
80079,1273,Pass,1,0,1.2,2.27,2.72,2.53,2.71
75313,1274,Pass,0,1,1.2,3.44,3.35,3.14,2.97
84234,1275,Pass with distinction,1,0,1.2,2.73,3.98,4.84,4.59
74976,1276,Pass with distinction,1,0,1.2,3.33,3.32,4.43,4.3
78112,1277,Pass with distinction,0,1,1.2,2.81,3.78,3.7,4.26
44862,1278,Borderline pass,0,1,1.2,2.11,2.95,2.65,2.78
58704,1279,Borderline pass,0,1,1.3,3.05,3.39,2.9,2.81
70880,1280,Pass with distinction,1,0,1.2,2.89,3.77,3.87,3.69
97254,1281,Pass,0,1,1.2,2.32,3.2,3.41,3.52
92605,1282,Pass with distinction,1,0,1.2,2.71,3.45,4.18,4.48
28675,1283,Pass,0,1,1.2,2.89,2.8,2.61,2.68
25919,1284,Pass,1,0,1.2,2.4,3.34,3.09,2.67
48030,1285,Borderline pass,0,1,1.3,2.32,3.11,2.02,1.41
52612,1286,Pass,1,0,1.2,3.28,3.61,4.07,3.89
76727,1287,Pass,0,1,1.2,3.28,3.18,3.52,3.41
40104,1288,Pass with distinction,1,0,1.2,2.71,3.55,4.37,4.15
88172,1289,Borderline pass,0,1,1.2,2.5,2.75,2.74,2.27
88702,1290,Pass,0,1,1.2,3.02,3.16,3.35,2.29
50843,1291,Pass,0,1,1.2,3.04,2.7,2.85,3.07
56817,1292,Pass,0,1,1.2,3.13,3.07,3.13,3.13
32981,1293,Pass,0,1,1.2,2.86,2.41,3.77,2.97
85443,1294,Pass with distinction,1,0,1.2,2.34,3.89,4.7,4.52
72716,1295,Borderline pass,1,0,1.3,3.44,3,2.6,2.33
84892,1296,Pass,0,1,1.2,3.05,2.91,3.29,3.41
58452,1297,Pass with distinction,1,0,1.2,3.54,3.43,4.51,4.07
24842,1298,Pass,0,1,1.5,1.95,1.99,1.48,2.19
79722,1299,Pass,1,0,1.2,2.89,3.68,4.37,3.93
75461,1300,Pass,1,0,1.2,3.59,3.31,4.53,4.24
31254,1301,Pass,1,0,1.2,2.42,2.66,3.46,3.07
71229,1302,Pass with distinction,1,0,1.2,2.58,2.48,3.36,3.6
55090,1303,Borderline pass,0,1,1.2,2.42,2.75,2.64,2.15
68759,1304,Borderline pass,0,1,1.2,2.58,3.25,2.38,1.85
57214,1305,Pass,0,1,1.2,3.3,3.22,3.56,3.41
95802,1306,Pass with distinction,0,1,1.2,3.28,4.07,4.56,4.7
80064,1307,Pass,1,0,1.2,3.67,3.43,3.11,2.74
55737,1308,Borderline pass,0,1,1.2,2.5,2.63,2.59,2.52
63526,1309,Pass,1,0,1.2,2.19,3.11,4.3,4.26
90494,1310,Pass with distinction,1,0,1.2,2.86,3.59,4.67,4.15
68578,1311,Pass,1,0,1.2,2.81,3.36,4.14,3.74
40030,1312,Pass with distinction,1,0,1.2,2.95,3.91,4.47,4.22
86096,1313,Pass,1,0,1.2,3.3,2.98,3.78,3.93
60628,1314,Pass,0,1,1.2,2.05,2.93,2.73,2.89
80480,1315,Pass,1,0,1.2,2.41,3.41,3.49,3.15
61561,1316,Borderline pass,0,1,1.2,2.5,3.02,2.98,2.21
92653,1317,Pass,0,1,1.2,2.42,3.98,4.69,4.7
90899,1318,Pass,1,0,1.2,2.11,3.3,3.77,3.7
52402,1319,Borderline pass,0,1,1.2,3.04,3.27,2.17,2
97216,1320,Pass with distinction,0,1,1.2,3.05,3.39,4.06,3.78
80967,1321,Pass with distinction,1,0,1.2,2.95,4.11,4.84,4.41
35982,1322,Borderline pass,0,1,1.2,2.41,3.32,2.61,2.89
69098,1323,Pass with distinction,1,0,1.2,4.3,4.23,4.81,4.93
43429,1324,Pass,0,1,1.4,2.13,2.98,2.24,3.07
52308,1325,Pass,0,1,1.3,2.81,2.84,2.32,2.36
60982,1326,Borderline pass,0,1,1.3,2.29,3.21,2.33,2.37
44521,1327,Pass,0,1,1.2,2.15,1.79,3.35,3.72
64709,1328,Pass,0,1,1.2,2.58,3.34,2.79,2.96
47078,1329,Borderline pass,1,0,1.3,2.81,3.02,1.96,1.87
92712,1330,Pass,1,0,1.2,2.32,3.07,3.43,3.81
74317,1331,Pass with distinction,1,0,1.2,2.5,3.3,3.51,4
88408,1332,Borderline pass,1,0,1.2,2.08,1.98,2.33,2.45
47568,1333,Borderline pass,0,1,1.4,2.92,2.5,2,1.71
95345,1334,Pass,0,1,1.2,2.81,3.34,4.07,3.07
96301,1335,Pass,0,1,1.2,2.5,2.82,2.9,3.46
68138,1336,Pass with distinction,1,0,1.2,3.2,3.52,4.63,4.11
46034,1337,Borderline pass,1,0,1.2,3.04,2.84,3.14,2.3
64827,1338,Pass,1,0,1.2,2.71,3.75,4.36,4.52
74962,1339,Pass,1,0,1.2,2.77,3.25,3.28,2.81
29675,1340,Borderline pass,0,1,1.2,2.42,3,2.69,2.04
72752,1341,Pass,1,0,1.2,3.75,2.8,2.73,3.32
59179,1342,Pass,1,0,1.2,2.41,3.61,3.6,3.26
49862,1343,Pass,0,1,1.2,2.59,3.41,3.05,3.37
50694,1344,Pass with distinction,1,0,1.2,2.41,4.18,4.44,4.41
44064,1345,Pass,1,0,1.2,3.39,3.02,3.58,2.4
59870,1346,Pass,0,1,1.2,3.68,3.89,3.28,3.83
91635,1347,Pass,0,1,1.2,2.95,3.48,3.44,3.56
80925,1348,Pass,1,0,1.2,2.81,2.55,3.63,3.26
81304,1349,Pass with distinction,1,0,1.2,4.22,4.2,4.79,4.59
47101,1350,Pass,1,0,1.2,2.23,2.7,3.14,2.93
81030,1351,Pass,0,1,1.2,2.27,3.07,3.04,3.52
86699,1352,Pass,1,0,1.2,2.86,3.32,3.35,3.56
46399,1353,Pass,0,1,1.2,3.3,3.23,3.67,3.22
51346,1354,Borderline pass,0,1,1.4,2.19,3.09,1.26,1.65
52771,1355,Pass,0,1,1.3,3.3,3.94,2.9,3.18
26211,1356,Pass,0,1,1.3,1.74,2.93,3.15,2.87
76719,1357,Pass,1,0,1.3,2.97,3.82,4.11,4.33
61458,1358,Pass,0,1,1.3,3.91,3.98,3.93,4.19
78704,1359,Pass with distinction,0,1,1.3,2.68,4.3,4.21,4.59
97451,1360,Pass,1,0,1.3,2.03,3.73,4.16,3.78
30648,1361,Pass,0,1,1.3,2.19,3.95,4.26,4.44
39330,1362,Pass with distinction,0,1,1.3,3.13,3.86,4.52,4.74
66523,1363,Pass,0,1,1.3,3.61,2.52,2.56,3.26
71499,1364,Pass,0,1,1.3,3.47,2.86,3.43,3.56
63831,1365,Pass with distinction,0,1,1.3,3.26,2.23,3.54,4.03
49071,1366,Pass,0,1,1.3,3.04,3.32,3.11,3.48
51461,1367,Pass,1,0,1.3,2.5,2.59,3.85,4.33
83733,1368,Pass with distinction,1,0,1.3,2.34,3.52,4.31,4.19
28926,1369,Pass,0,1,1.3,2.25,2.84,3.41,3.37
79255,1370,Pass with distinction,1,0,1.3,4.02,4.14,4.63,4.7
80295,1371,Pass with distinction,1,0,1.3,3.91,4.05,4.7,4.7
75869,1372,Pass,0,1,1.3,1.98,3.57,4.02,3.59
78790,1373,Pass,0,1,1.3,2.97,3.52,3.26,3.74
80312,1374,Pass,1,0,1.3,2.32,2.93,3.35,2.63
39853,1375,Pass with distinction,0,1,1.3,2.58,3.57,4.33,4.56
43045,1376,Pass,0,1,1.3,2.03,3.64,3.63,3.78
39844,1377,Borderline pass,0,1,1.5,2.5,2.66,2.31,3.07
62831,1378,Pass,1,0,1.3,3.13,3.34,3.3,3.9
55053,1379,Pass,0,1,1.3,2.68,3.3,3.37,3.19
35763,1380,Pass with distinction,1,0,1.3,2.43,3.02,3.56,4.48
75829,1381,Pass,1,0,1.3,2.63,3.16,3.73,3.3
92538,1382,Pass,1,0,1.3,2.66,3.57,3.93,4.19
70603,1383,Pass,1,0,1.3,2.5,2.14,2.98,3.74
34247,1384,Pass,0,1,1.3,3.13,2.07,2.88,3.25
48191,1385,Borderline pass,0,1,1.3,3.13,3.11,2.8,3.04
71732,1386,Pass,1,0,1.3,2.73,3.16,3.67,3.78
53339,1387,Pass,1,0,1.3,3.75,3.57,3.76,3.74
56513,1388,Pass,0,1,1.3,2.1,2.2,1.78,2.84
96158,1389,Pass,1,0,1.3,3.67,3.18,3.64,4.07
75239,1390,Pass with distinction,1,0,1.3,3.54,3.95,4.14,4.15
35594,1391,Pass,0,1,1.3,3.52,2.32,2.5,3.17
78414,1392,Pass,1,0,1.3,2.32,2.34,3.44,3.45
36711,1393,Pass,1,0,1.3,3.36,3.11,3.22,3.81
53833,1394,Borderline pass,0,1,1.4,2.32,2.82,1.95,2.67
68599,1395,Pass,0,1,1.3,2.28,3.25,3.02,4.07
25600,1396,Pass,0,1,1.4,2.02,2.93,3.11,3.42
31535,1397,Pass,0,1,1.3,3.82,3.36,3.07,4
95876,1398,Pass,0,1,1.3,3.59,3.23,2.93,3.03
44054,1399,Pass,1,0,1.3,2.89,3.16,3.39,3.59
77298,1400,Pass with distinction,1,0,1.3,3.13,4.05,4.07,4.19
26565,1401,Pass with distinction,1,0,1.3,2.33,3.82,3.95,4.04
80628,1402,Pass,0,1,1.3,3.3,2.59,2.94,3
51372,1403,Pass,1,0,1.3,2.85,2.98,3.98,3.78
74425,1404,Borderline pass,1,0,1.4,2.42,2.52,1.95,2.78
60524,1405,Pass,0,1,1.3,2.11,2.56,3.13,3.3
46669,1406,Pass,1,0,1.3,3.13,3.5,3.52,3.67
69087,1407,Borderline pass,0,1,1.3,2.58,3.11,2.76,3
38692,1408,Borderline pass,1,0,1.4,3.28,2.16,2.44,2.5
67432,1409,Pass,1,0,1.3,2.89,2.68,3.54,3.93
44976,1410,Pass,1,0,1.3,2.85,2.33,3.52,4.04
26303,1411,Pass with distinction,1,0,1.3,1.67,3.43,4.13,4.63
70981,1412,Borderline pass,0,1,1.4,2.77,2.43,2.52,2.43
55385,1413,Pass,0,1,1.3,2.89,3.3,2.94,3.59
43103,1414,Pass,0,1,1.3,1.67,3.27,2.64,3.43
49900,1415,Borderline pass,0,1,1.5,2.42,2.23,1.29,2.03
79437,1416,Pass,1,0,1.3,2.58,3.25,3.72,3.48
38515,1417,Borderline pass,0,1,1.4,2.33,2.41,2.12,1.93
67895,1418,Borderline pass,1,0,1.4,2.66,2.43,2.58,2.44
65789,1419,Pass with distinction,1,0,1.3,3.05,3.5,4.07,4
68681,1420,Pass,0,1,1.3,2.5,3,3.62,3.85
37700,1421,Pass,1,0,1.3,3.47,3.18,3.42,4.3
32668,1422,Pass,0,1,1.4,3.48,3.09,2.63,3.37
49677,1423,Borderline pass,0,1,1.4,2.03,2.86,2.14,2.45
35644,1424,Borderline pass,0,1,1.4,2.23,2.2,1.48,1.29
23544,1425,Pass,0,1,1.3,1.8,3.02,2.8,3.57
85529,1426,Pass,1,0,1.3,3.84,4.05,4.56,4.26
32467,1427,Pass,1,0,1.3,2.99,2.48,2.77,2.72
42363,1428,Pass,0,1,1.3,2.21,2.84,2.81,3.07
55313,1429,Pass with distinction,1,0,1.3,3.33,3.73,4.13,4.33
50919,1430,Pass with distinction,1,0,1.3,3.98,2.47,3.52,3.78
62421,1431,Pass with distinction,1,0,1.4,2.42,4.39,4.49,4.41
93431,1432,Pass,0,1,1.4,1.98,2.23,3.2,2.8
86831,1433,Borderline pass,1,0,1.5,2.99,1.57,1.75,2.13
30542,1434,Pass with distinction,0,1,1.4,3.59,3.55,3.44,3.52
48329,1435,Pass with distinction,1,0,1.4,3.05,3.25,4.07,3.93
54825,1436,Pass,0,1,1.4,3.36,2.57,2.63,3.17
88829,1437,Pass,0,1,1.4,2.99,2.77,2.19,2.1
24042,1438,Pass,1,0,1.4,3.44,2.68,3.02,2.65
38059,1439,Pass,0,1,1.4,2.32,2.5,2.82,2.97
81261,1440,Pass with distinction,0,1,1.4,2.03,3.34,3.23,3.48
93304,1441,Pass,1,0,1.4,2.66,2.8,3.64,3.43
94272,1442,Pass,1,0,1.4,2.15,2.16,2.51,3.13
84722,1443,Pass with distinction,0,1,1.4,3.13,4.05,4.12,3.7
82302,1444,Pass,1,0,1.4,1.7,3.07,3.26,3.26
56731,1445,Pass,1,0,1.4,1.65,2.3,3.14,3.23
55362,1446,Pass,0,1,1.4,3.47,3,3.13,2.9
76385,1447,Borderline pass,1,0,1.4,2.71,3.34,3.02,3.15
66495,1448,Pass,0,1,1.4,3.23,2.5,2.96,3.67
38173,1449,Pass,1,0,1.4,2.58,2.14,2.31,2.55
61544,1450,Pass with distinction,1,0,1.4,3.68,4.07,4.65,4.59
91300,1451,Pass with distinction,0,1,1.4,3.61,3.45,3.74,3.7
74352,1452,Pass with distinction,0,1,1.4,3.13,3.3,2.94,4.11
44619,1453,Pass,1,0,1.4,2.29,2.91,3.34,3.48
54540,1454,Pass,1,0,1.4,2.94,2.68,3.04,2.97
62250,1455,Pass,0,1,1.4,2.43,3.11,2.95,2.93
89283,1456,Pass,0,1,1.4,3.05,3.39,3.44,2.81
88955,1457,Pass,1,0,1.4,2.22,2.39,2.37,2.48
47550,1458,Pass,0,1,1.4,2.81,2.77,2.65,3.15
78036,1459,Pass with distinction,0,1,1.4,3.83,2.39,3.45,3.53
77147,1460,Pass,0,1,1.4,3.39,2.57,2.38,2.43
76198,1461,Pass with distinction,1,0,1.4,3.31,4.52,4.62,4.41
37029,1462,Pass with distinction,0,1,1.4,3.82,3.89,4.09,3.85
32241,1463,Pass,1,0,1.4,2.32,2.43,3.2,2.4
43474,1464,Pass with distinction,0,1,1.4,2.83,3.55,3.72,3.67
74113,1465,Pass,1,0,1.4,2.57,3.7,4,3.15
51816,1466,Pass,0,1,1.4,2.71,2.3,1.95,2.25
36820,1467,Borderline pass,0,1,1.5,1.94,2.02,1.77,2.16
59318,1468,Borderline pass,0,1,1.4,2.78,2.36,2.51,2.6
35979,1469,Pass with distinction,1,0,1.4,3.66,3.77,4.33,4.07
41471,1470,Pass,0,1,1.4,3.68,2.91,2.79,2.6
81817,1471,Pass,0,1,1.5,3.98,2.23,2.05,1.87
90197,1472,Pass,0,1,1.4,1.76,3.25,2.23,2.71
64562,1473,Pass,1,0,1.4,2.54,2.64,2.98,2.13
93759,1474,Pass with distinction,1,0,1.4,3.96,2.95,3.89,3.83
60031,1475,Pass,1,0,1.4,2.27,3.07,3.35,2.52
54664,1476,Pass with distinction,1,0,1.4,2.88,3.86,4.67,4.48
26784,1477,Pass,0,1,1.4,2.99,2.43,3,3.5
91226,1478,Pass,0,1,1.5,2.31,2.23,1.24,2.06
64603,1479,Pass with distinction,1,0,1.4,3.61,4,4.53,3.85
56541,1480,Pass,1,0,1.4,2.23,3.5,4.19,3.22
36178,1481,Pass,0,1,1.5,2.41,2.11,2.08,1.87
32570,1482,Borderline pass,0,1,1.5,2.5,2.18,1.84,1.77
40010,1483,Pass,0,1,1.4,2.19,2.8,2.29,2.73
92164,1484,Pass,0,1,1.4,2.34,2.32,1.74,2.03
36625,1485,Pass,1,0,1.4,3.61,3.39,3.95,3.5
55296,1486,Pass with distinction,1,0,1.4,2.12,3.5,4.02,3.59
43529,1487,Pass with distinction,1,0,1.4,3.36,4.3,4.7,4.26
55993,1488,Pass,1,0,1.4,3.82,3.89,4,3.81
75290,1489,Borderline pass,0,1,1.4,2.75,2.02,2.04,2.18
78942,1490,Pass,1,0,1.4,1.67,2.75,2.84,3.44
27676,1491,Pass,0,1,1.4,1.46,2.57,2.75,3.13
90040,1492,Pass,1,0,1.4,2.63,2.95,3.57,3.63
68306,1493,Pass with distinction,1,0,1.4,2.22,3.02,4.1,3.47
43683,1494,Pass with distinction,1,0,1.4,4.1,4.2,4.26,4.5
59839,1495,Pass,1,0,1.4,2.06,1.61,2.05,1.57
73561,1496,Pass,0,1,1.4,2.34,3.07,3.16,2.73
50013,1497,Pass with distinction,1,0,1.4,3.82,3.18,3.95,3.41
30766,1498,Pass,1,0,1.4,2.53,3.14,2.49,3.67
24881,1499,Pass,0,1,1.4,3.06,3.07,2.81,3.47
31222,1500,Pass with distinction,1,0,1.4,2.68,2.55,2.81,3.35
76923,1501,Pass with distinction,0,1,1.4,2.89,3.27,3.93,3.82
66903,1502,Pass,1,0,1.4,3.06,2.89,2.5,2.56
81492,1503,Pass,0,1,1.4,2.93,2.68,2.5,2.93
87725,1504,Pass,1,0,1.4,3.83,3.3,3.2,2.75
23743,1505,Pass,1,0,1.4,3.19,2.68,3.3,2.13
30613,1506,Pass,1,0,1.4,3.02,2.45,2.83,2.57
37997,1507,Pass,0,1,1.4,2.78,2.3,2.55,2.6
60789,1508,Borderline pass,1,0,1.5,2.5,2.24,2.47,1.43
59571,1509,Pass with distinction,0,1,1.4,2.43,3.25,3.16,3.56
90341,1510,Pass,0,1,1.4,1.72,2.36,2.64,2.5
91097,1511,Pass with distinction,1,0,1.4,2.89,4.39,4.77,4.56
47818,1512,Pass with distinction,0,1,1.4,2.73,2.82,2.98,3
79076,1513,Pass with distinction,1,0,1.4,3.28,3.05,2.19,3.87
27655,1514,Pass with distinction,1,0,1.4,2.58,3.27,3.89,3.43
85757,1515,Pass,1,0,1.5,3.09,3.72,3.83,4.07
78370,1516,Pass with distinction,0,1,1.5,2.36,3.2,3.46,4.34
84991,1517,Pass,0,1,1.5,2.81,2.7,1.79,2.66
89575,1518,Pass,1,0,1.5,2.5,2.76,3.78,4
24992,1519,Pass with distinction,0,1,1.5,3.82,3.98,3.76,4.19
89896,1520,Pass with distinction,1,0,1.5,2.63,3.61,4.02,4
85673,1521,Pass,1,0,1.5,1.74,3,3.89,3.96
43157,1522,Pass,0,1,1.5,2.64,3.02,3.51,3.62
95456,1523,Pass,0,1,1.5,2.21,3.63,3.27,3.85
73245,1524,Pass with distinction,1,0,1.5,3.16,3.43,3.83,4.26
92620,1525,Pass with distinction,1,0,1.5,3.28,4.04,4.76,4.52
73357,1526,Pass,0,1,1.5,1.99,3.67,3.27,3.19
28153,1527,Pass with distinction,0,1,1.5,2.71,3.63,3.5,3.6
79384,1528,Pass,0,1,1.5,3.06,3.98,4.07,3.67
78737,1529,Pass,1,0,1.5,2.29,3.33,3.29,3.37
23987,1530,Pass,0,1,1.5,2.57,3.04,2.73,3.11
42649,1531,Pass with distinction,0,1,1.5,3.26,3.89,4.24,3.67
67603,1532,Pass with distinction,1,0,1.5,2.45,3.83,4.05,3.93
84293,1533,Pass,1,0,1.5,3.75,2.93,2.64,3.1
96814,1534,Pass with distinction,1,0,1.5,2.47,3.24,3.27,3.67
53172,1535,Pass with distinction,0,1,1.5,2.33,4.3,4.68,4.59
76312,1536,Pass with distinction,1,0,1.5,3.2,4.15,4.46,4.44
92190,1537,Pass with distinction,1,0,1.5,2.99,3.76,4.68,4.3
52170,1538,Pass,1,0,1.5,3.27,3,2.74,3.43
94036,1539,Pass with distinction,1,0,1.5,2.34,3.15,3.39,3.7
74662,1540,Pass with distinction,1,0,1.5,4.03,4,4.12,4.7
29266,1541,Pass,0,1,1.5,1.8,2.48,2.55,3.04
62983,1542,Pass,1,0,1.5,2.73,3.43,3.54,2.96
89663,1543,Pass with distinction,1,0,1.5,2.29,3.2,3.61,3.78
57358,1544,Pass,1,0,1.5,3.09,2.24,2.81,2.8
60704,1545,Pass with distinction,1,0,1.5,2.78,3.57,3.55,4.31
55307,1546,Pass,1,0,1.5,3.75,2.17,2.31,2.57
56893,1547,Pass,1,0,1.5,2.92,2.8,2.96,4.04
40580,1548,Pass with distinction,1,0,1.5,3.28,4.39,4.88,4.81
49087,1549,Borderline pass,0,1,1.1,3.28,1.76,1.4,1.48
61783,1550,Borderline pass,1,0,1.1,2.5,1.78,1.9,1.79
73605,1551,Borderline pass,0,1,1.2,2.34,2.02,2.12,1.31
73993,1552,Pass,0,1,1.1,3.19,3.71,3.13,3.18
88730,1553,Pass,0,1,1.1,3.81,2,2.31,2.15
65864,1554,Pass,0,1,1.1,2.42,2.4,2.28,1.81
47275,1555,Borderline pass,0,1,1.1,3.13,2.47,1.47,1.34
80122,1556,Pass with distinction,1,0,1.2,3.04,3.59,3.82,4.28
67900,1557,Pass with distinction,1,0,1.1,3.28,3.69,3.98,4.29
61625,1558,Borderline pass,0,1,1.1,2.97,3.47,2.92,1.97
85812,1559,Borderline pass,1,0,1.1,2.99,4.16,3.98,3.29
50530,1560,Pass,0,1,1.3,2.95,2.13,2.06,1.45
37882,1561,Pass,0,1,1.1,3.61,3.67,4.22,4
24972,1562,Pass with distinction,1,0,1.1,3.26,4.04,4.36,4.74
96933,1563,Pass with distinction,0,1,1.1,3.44,4.27,4.32,4.4
73536,1564,Pass,0,1,1.1,2.99,4.09,4.04,4
59617,1565,Pass,0,1,1.1,3.05,3.67,3.34,2.98
48507,1566,Pass,0,1,1.1,3.2,4.69,4.68,3.85
67799,1567,Pass with distinction,0,1,1.1,4.22,4.49,4.86,4.72
39333,1568,Pass,0,1,1.1,3.16,4.44,4.08,4.11
84967,1569,Pass with distinction,0,1,1.1,3.06,3.46,3.62,3.51
77635,1570,Pass,0,1,1.1,3.44,3.13,3.49,3.12
70984,1571,Pass with distinction,0,1,1.1,4.14,4.27,4.36,4.38
79063,1572,Borderline pass,0,1,1.3,4.17,3.33,2.1,0.63
70774,1573,Pass with distinction,1,0,1.1,3.59,4,4.1,4.19
31968,1574,Borderline pass,0,1,1.1,2.5,3.18,3.5,3.08
38948,1575,Pass,1,0,1.1,4.45,3.93,3.92,3.79
75828,1576,Pass,0,1,1.2,4.06,2.66,2.48,3.06
86032,1577,Pass with distinction,0,1,1.1,3.98,4.18,4.26,4.17
51235,1578,Borderline pass,0,1,1.1,3.66,3.29,2.5,0.95
68636,1579,Pass,0,1,1.1,2.73,3.11,3.24,3.32
26247,1580,Pass with distinction,1,0,1.1,3.61,3.67,3.62,4.22
61842,1581,Pass,1,0,1.1,3.52,3.51,3.82,3.68
57918,1582,Borderline pass,0,1,1.1,3.39,3.16,2.2,1.81
87545,1583,Pass,1,0,1.1,3.91,3.55,3.53,3.36
90262,1584,Pass with distinction,1,0,1.1,2.5,3.04,3.38,3
43455,1585,Pass,1,0,1.1,3.05,3.04,3.08,2.53
44481,1586,Pass,0,1,1.1,2.6,3.69,2.96,4.04
53933,1587,Pass,0,1,1.2,3.13,2.87,1.99,1.74
26838,1588,Pass,0,1,1.1,3.28,3.11,3.34,3
43055,1589,Pass,0,1,1.2,3.66,2.92,2.33,1.89
70151,1590,Pass,0,1,1.1,3.82,4.33,3.82,3.3
75542,1591,Pass,0,1,1.1,2.73,4.4,4.54,3.85
45578,1592,Borderline pass,0,1,1.1,2.73,2.57,2.61,1.43
28628,1593,Pass with distinction,1,0,1.1,3.33,3.44,4.14,3.91
31560,1594,Pass,1,0,1.1,2.78,3.45,4.18,3.55
52301,1595,Pass with distinction,0,1,1.1,3.75,4.7,4.66,4.51
32013,1596,Borderline pass,0,1,1.2,3.66,2.94,2.59,0.97
52207,1597,Pass with distinction,1,0,1.1,2.5,3.78,3.56,3.94
85482,1598,Fail,0,1,1.2,2.5,2.78,2.08,2.61
53532,1599,Pass,0,1,1.1,3.19,3.15,3.22,2.93
30134,1600,Pass,1,0,1.1,2.71,3.57,2.94,3.31
94550,1601,Borderline pass,0,1,1.2,2.73,2.47,2.9,1.52
23628,1602,Pass with distinction,0,1,1.1,3.29,3.96,4.16,3.94
95565,1603,Pass with distinction,0,1,1.1,2.97,3.13,3.76,4.02
73619,1604,Pass,0,1,1.1,3.33,3.44,3.88,3.83
39695,1605,Pass with distinction,1,0,1.1,4.1,4.93,4.88,4.74
36809,1606,Pass with distinction,0,1,1.1,2.66,3.98,4.22,3.89
48702,1607,Pass with distinction,0,1,1.1,2.66,3.53,3.9,3.24
92081,1608,Pass,1,0,1.1,3.82,4.04,3.66,3.82
67029,1609,Pass,0,1,1.2,3.54,4.3,3.33,2.14
47417,1610,Pass,1,0,1.1,2.73,3.57,2.96,2.54
55860,1611,Pass with distinction,0,1,1.1,4.22,4.51,4.62,3.94
62268,1612,Pass,0,1,1.1,3.66,2.94,2.94,2.05
85050,1613,Pass with distinction,0,1,1.1,3.75,3.31,3.94,3.42
46217,1614,Pass with distinction,0,1,1.1,3.44,4.33,4.7,4.38
49184,1615,Pass with distinction,0,1,1.1,3.52,3.89,4.08,4.3
58111,1616,Pass with distinction,1,0,1.1,4.22,4.24,4.4,4.47
95195,1617,Pass,0,1,1.1,3.47,3.73,3.86,3.72
44365,1618,Pass with distinction,1,0,1.1,3.68,4.53,4.9,4.85
38961,1619,Pass with distinction,0,1,1.2,3.75,3.89,3.59,3.89
42024,1620,Pass,1,0,1.2,4.03,4.09,2.35,1.75
